# {"split": "train", "n_per_class": 5000, "seed": 42, "min_duration": 1.0, "max_duration": 15.0, "total_samples": 10000, "bonafide": 5000, "spoof": 5000, "created_at": "2026-05-31T15:30:20.196754+00:00"}
file_name,label,audio_path
T_0000140360,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000140360.flac
T_0000142355,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000142355.flac
T_0000086898,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000086898.flac
T_0000128050,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000128050.flac
T_0000118547,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000118547.flac
T_0000094407,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000094407.flac
T_0000007927,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000007927.flac
T_0000093342,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000093342.flac
T_0000078265,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000078265.flac
T_0000089110,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000089110.flac
T_0000031687,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000031687.flac
T_0000051153,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000051153.flac
T_0000171703,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000171703.flac
T_0000050267,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000050267.flac
T_0000168046,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000168046.flac
T_0000102314,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000102314.flac
T_0000158741,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000158741.flac
T_0000100340,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000100340.flac
T_0000002669,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000002669.flac
T_0000006822,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000006822.flac
T_0000170351,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000170351.flac
T_0000073731,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000073731.flac
T_0000136551,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000136551.flac
T_0000131037,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000131037.flac
T_0000150383,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000150383.flac
T_0000141759,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000141759.flac
T_0000030191,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000030191.flac
T_0000018152,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000018152.flac
T_0000088582,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000088582.flac
T_0000173152,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000173152.flac
T_0000094240,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000094240.flac
T_0000043558,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000043558.flac
T_0000090496,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000090496.flac
T_0000001370,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000001370.flac
T_0000063518,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000063518.flac
T_0000083059,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000083059.flac
T_0000171755,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000171755.flac
T_0000073644,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000073644.flac
T_0000059976,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000059976.flac
T_0000027965,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000027965.flac
T_0000137656,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000137656.flac
T_0000052164,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000052164.flac
T_0000167863,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000167863.flac
T_0000168074,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000168074.flac
T_0000157915,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000157915.flac
T_0000055246,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000055246.flac
T_0000053993,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000053993.flac
T_0000163852,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000163852.flac
T_0000160396,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000160396.flac
T_0000062975,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000062975.flac
T_0000125819,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000125819.flac
T_0000071149,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000071149.flac
T_0000165717,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000165717.flac
T_0000175877,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000175877.flac
T_0000147751,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000147751.flac
T_0000101354,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000101354.flac
T_0000088178,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000088178.flac
T_0000001335,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000001335.flac
T_0000114249,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000114249.flac
T_0000044231,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000044231.flac
T_0000005964,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000005964.flac
T_0000025932,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000025932.flac
T_0000119598,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000119598.flac
T_0000034231,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000034231.flac
T_0000127402,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000127402.flac
T_0000122491,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000122491.flac
T_0000111233,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000111233.flac
T_0000114645,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000114645.flac
T_0000127703,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000127703.flac
T_0000112865,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000112865.flac
T_0000063632,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000063632.flac
T_0000171060,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000171060.flac
T_0000081840,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000081840.flac
T_0000035547,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000035547.flac
T_0000050946,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000050946.flac
T_0000080409,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000080409.flac
T_0000134412,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000134412.flac
T_0000084723,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000084723.flac
T_0000018613,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000018613.flac
T_0000053309,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000053309.flac
T_0000044940,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000044940.flac
T_0000071025,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000071025.flac
T_0000043454,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000043454.flac
T_0000079078,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000079078.flac
T_0000082926,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000082926.flac
T_0000072516,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000072516.flac
T_0000005397,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000005397.flac
T_0000171841,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000171841.flac
T_0000061679,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000061679.flac
T_0000141168,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000141168.flac
T_0000123642,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000123642.flac
T_0000014292,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000014292.flac
T_0000003638,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000003638.flac
T_0000004417,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000004417.flac
T_0000150229,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000150229.flac
T_0000038962,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000038962.flac
T_0000127405,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000127405.flac
T_0000000311,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000000311.flac
T_0000111083,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000111083.flac
T_0000004746,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000004746.flac
T_0000008941,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000008941.flac
T_0000159639,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000159639.flac
T_0000181487,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000181487.flac
T_0000143224,bonafide,C:\Users\espma\Desktop\Sistemi Biometrici\Codice\SB2526-MasterThesis\Dataset_full\ASVspoof5\flac_T\T_0000143224.flac
